Name,Sw nonHA,Sh nonHA,Sw HA,Sh HA,-
Woobat,"[31](https://www.serebii.net/swordshield/maxraidbattles/den31.shtml), [50](https://www.serebii.net/swordshield/maxraidbattles/den50.shtml), [68](https://www.serebii.net/swordshield/maxraidbattles/den68.shtml), [107](https://www.serebii.net/swordshield/maxraidbattles/den107.shtml)","[31](https://www.serebii.net/swordshield/maxraidbattles/den31.shtml), [50](https://www.serebii.net/swordshield/maxraidbattles/den50.shtml), [68](https://www.serebii.net/swordshield/maxraidbattles/den68.shtml), [107](https://www.serebii.net/swordshield/maxraidbattles/den107.shtml)",None,None,-
Swoobat,"[31](https://www.serebii.net/swordshield/maxraidbattles/den31.shtml), [50](https://www.serebii.net/swordshield/maxraidbattles/den50.shtml), [68](https://www.serebii.net/swordshield/maxraidbattles/den68.shtml), [107](https://www.serebii.net/swordshield/maxraidbattles/den107.shtml), [108](https://www.serebii.net/swordshield/maxraidbattles/den108.shtml)","[31](https://www.serebii.net/swordshield/maxraidbattles/den31.shtml), [50](https://www.serebii.net/swordshield/maxraidbattles/den50.shtml), [68](https://www.serebii.net/swordshield/maxraidbattles/den68.shtml), [107](https://www.serebii.net/swordshield/maxraidbattles/den107.shtml), [108](https://www.serebii.net/swordshield/maxraidbattles/den108.shtml)","[107](https://www.serebii.net/swordshield/maxraidbattles/den107.shtml), [108](https://www.serebii.net/swordshield/maxraidbattles/den108.shtml)","[107](https://www.serebii.net/swordshield/maxraidbattles/den107.shtml), [108](https://www.serebii.net/swordshield/maxraidbattles/den108.shtml)",-
Drilbur,"[16](https://www.serebii.net/swordshield/maxraidbattles/den16.shtml), [150](https://www.serebii.net/swordshield/maxraidbattles/den150.shtml)","[16](https://www.serebii.net/swordshield/maxraidbattles/den16.shtml), [150](https://www.serebii.net/swordshield/maxraidbattles/den150.shtml)",[150](https://www.serebii.net/swordshield/maxraidbattles/den150.shtml),[150](https://www.serebii.net/swordshield/maxraidbattles/den150.shtml),-
Excadrill,"[16](https://www.serebii.net/swordshield/maxraidbattles/den16.shtml), [150](https://www.serebii.net/swordshield/maxraidbattles/den150.shtml)","[16](https://www.serebii.net/swordshield/maxraidbattles/den16.shtml), [150](https://www.serebii.net/swordshield/maxraidbattles/den150.shtml)","[16](https://www.serebii.net/swordshield/maxraidbattles/den16.shtml), [150](https://www.serebii.net/swordshield/maxraidbattles/den150.shtml)","[16](https://www.serebii.net/swordshield/maxraidbattles/den16.shtml), [150](https://www.serebii.net/swordshield/maxraidbattles/den150.shtml)",-
Timburr,[1](https://www.serebii.net/swordshield/maxraidbattles/den1.shtml),[1](https://www.serebii.net/swordshield/maxraidbattles/den1.shtml),None,None,-
Gurdurr,[1](https://www.serebii.net/swordshield/maxraidbattles/den1.shtml),[1](https://www.serebii.net/swordshield/maxraidbattles/den1.shtml),None,None,-
Conkeldurr,[1](https://www.serebii.net/swordshield/maxraidbattles/den1.shtml),[1](https://www.serebii.net/swordshield/maxraidbattles/den1.shtml),[1](https://www.serebii.net/swordshield/maxraidbattles/den1.shtml),[1](https://www.serebii.net/swordshield/maxraidbattles/den1.shtml),-
Tympole,"[9](https://www.serebii.net/swordshield/maxraidbattles/den9.shtml), [41](https://www.serebii.net/swordshield/maxraidbattles/den41.shtml), [136](https://www.serebii.net/swordshield/maxraidbattles/den136.shtml)","[9](https://www.serebii.net/swordshield/maxraidbattles/den9.shtml), [41](https://www.serebii.net/swordshield/maxraidbattles/den41.shtml), [136](https://www.serebii.net/swordshield/maxraidbattles/den136.shtml)",[136](https://www.serebii.net/swordshield/maxraidbattles/den136.shtml),[136](https://www.serebii.net/swordshield/maxraidbattles/den136.shtml),-
Palpitoad,"[9](https://www.serebii.net/swordshield/maxraidbattles/den9.shtml), [41](https://www.serebii.net/swordshield/maxraidbattles/den41.shtml), [52](https://www.serebii.net/swordshield/maxraidbattles/den52.shtml), [93](https://www.serebii.net/swordshield/maxraidbattles/den93.shtml), [136](https://www.serebii.net/swordshield/maxraidbattles/den136.shtml)","[9](https://www.serebii.net/swordshield/maxraidbattles/den9.shtml), [41](https://www.serebii.net/swordshield/maxraidbattles/den41.shtml), [52](https://www.serebii.net/swordshield/maxraidbattles/den52.shtml), [93](https://www.serebii.net/swordshield/maxraidbattles/den93.shtml), [136](https://www.serebii.net/swordshield/maxraidbattles/den136.shtml)",[136](https://www.serebii.net/swordshield/maxraidbattles/den136.shtml),[136](https://www.serebii.net/swordshield/maxraidbattles/den136.shtml),-
Seismitoad,"[9](https://www.serebii.net/swordshield/maxraidbattles/den9.shtml), [41](https://www.serebii.net/swordshield/maxraidbattles/den41.shtml), [52](https://www.serebii.net/swordshield/maxraidbattles/den52.shtml), [93](https://www.serebii.net/swordshield/maxraidbattles/den93.shtml), [136](https://www.serebii.net/swordshield/maxraidbattles/den136.shtml)","[9](https://www.serebii.net/swordshield/maxraidbattles/den9.shtml), [41](https://www.serebii.net/swordshield/maxraidbattles/den41.shtml), [52](https://www.serebii.net/swordshield/maxraidbattles/den52.shtml), [93](https://www.serebii.net/swordshield/maxraidbattles/den93.shtml), [136](https://www.serebii.net/swordshield/maxraidbattles/den136.shtml)","[9](https://www.serebii.net/swordshield/maxraidbattles/den9.shtml), [41](https://www.serebii.net/swordshield/maxraidbattles/den41.shtml), [52](https://www.serebii.net/swordshield/maxraidbattles/den52.shtml), [93](https://www.serebii.net/swordshield/maxraidbattles/den93.shtml), [136](https://www.serebii.net/swordshield/maxraidbattles/den136.shtml)","[9](https://www.serebii.net/swordshield/maxraidbattles/den9.shtml), [41](https://www.serebii.net/swordshield/maxraidbattles/den41.shtml), [52](https://www.serebii.net/swordshield/maxraidbattles/den52.shtml), [93](https://www.serebii.net/swordshield/maxraidbattles/den93.shtml), [136](https://www.serebii.net/swordshield/maxraidbattles/den136.shtml)",-
Throh,Unknown,"[10](https://www.serebii.net/swordshield/maxraidbattles/den10.shtml), [124](https://www.serebii.net/swordshield/maxraidbattles/den124.shtml)",Unknown,[124](https://www.serebii.net/swordshield/maxraidbattles/den124.shtml),-
Sawk,"[10](https://www.serebii.net/swordshield/maxraidbattles/den10.shtml), [124](https://www.serebii.net/swordshield/maxraidbattles/den124.shtml)",Unknown,[124](https://www.serebii.net/swordshield/maxraidbattles/den124.shtml),Unknown,-
Venipede,[119](https://www.serebii.net/swordshield/maxraidbattles/den119.shtml),[119](https://www.serebii.net/swordshield/maxraidbattles/den119.shtml),None,None,-
Whirlipede,"[110](https://www.serebii.net/swordshield/maxraidbattles/den110.shtml), [119](https://www.serebii.net/swordshield/maxraidbattles/den119.shtml), [120](https://www.serebii.net/swordshield/maxraidbattles/den120.shtml)","[110](https://www.serebii.net/swordshield/maxraidbattles/den110.shtml), [119](https://www.serebii.net/swordshield/maxraidbattles/den119.shtml), [120](https://www.serebii.net/swordshield/maxraidbattles/den120.shtml)",[120](https://www.serebii.net/swordshield/maxraidbattles/den120.shtml),[120](https://www.serebii.net/swordshield/maxraidbattles/den120.shtml),-
Scolipede,"[110](https://www.serebii.net/swordshield/maxraidbattles/den110.shtml), [119](https://www.serebii.net/swordshield/maxraidbattles/den119.shtml), [120](https://www.serebii.net/swordshield/maxraidbattles/den120.shtml)","[110](https://www.serebii.net/swordshield/maxraidbattles/den110.shtml), [119](https://www.serebii.net/swordshield/maxraidbattles/den119.shtml), [120](https://www.serebii.net/swordshield/maxraidbattles/den120.shtml)","[110](https://www.serebii.net/swordshield/maxraidbattles/den110.shtml), [119](https://www.serebii.net/swordshield/maxraidbattles/den119.shtml), [120](https://www.serebii.net/swordshield/maxraidbattles/den120.shtml)","[110](https://www.serebii.net/swordshield/maxraidbattles/den110.shtml), [119](https://www.serebii.net/swordshield/maxraidbattles/den119.shtml), [120](https://www.serebii.net/swordshield/maxraidbattles/den120.shtml)",-
Cottonee,"[27](https://www.serebii.net/swordshield/maxraidbattles/den27.shtml), [59](https://www.serebii.net/swordshield/maxraidbattles/den59.shtml), [70](https://www.serebii.net/swordshield/maxraidbattles/den70.shtml)","[27](https://www.serebii.net/swordshield/maxraidbattles/den27.shtml), [59](https://www.serebii.net/swordshield/maxraidbattles/den59.shtml), [70](https://www.serebii.net/swordshield/maxraidbattles/den70.shtml)",None,None,-
Whimsicott,"[27](https://www.serebii.net/swordshield/maxraidbattles/den27.shtml), [59](https://www.serebii.net/swordshield/maxraidbattles/den59.shtml), [70](https://www.serebii.net/swordshield/maxraidbattles/den70.shtml)","[27](https://www.serebii.net/swordshield/maxraidbattles/den27.shtml), [59](https://www.serebii.net/swordshield/maxraidbattles/den59.shtml), [70](https://www.serebii.net/swordshield/maxraidbattles/den70.shtml)","[27](https://www.serebii.net/swordshield/maxraidbattles/den27.shtml), [59](https://www.serebii.net/swordshield/maxraidbattles/den59.shtml), [70](https://www.serebii.net/swordshield/maxraidbattles/den70.shtml)","[27](https://www.serebii.net/swordshield/maxraidbattles/den27.shtml), [59](https://www.serebii.net/swordshield/maxraidbattles/den59.shtml), [70](https://www.serebii.net/swordshield/maxraidbattles/den70.shtml)",-
Petilil,[111](https://www.serebii.net/swordshield/maxraidbattles/den111.shtml),[111](https://www.serebii.net/swordshield/maxraidbattles/den111.shtml),None,None,-
Lilligant,"[111](https://www.serebii.net/swordshield/maxraidbattles/den111.shtml), [112](https://www.serebii.net/swordshield/maxraidbattles/den112.shtml)","[111](https://www.serebii.net/swordshield/maxraidbattles/den111.shtml), [112](https://www.serebii.net/swordshield/maxraidbattles/den112.shtml)","[111](https://www.serebii.net/swordshield/maxraidbattles/den111.shtml), [112](https://www.serebii.net/swordshield/maxraidbattles/den112.shtml)","[111](https://www.serebii.net/swordshield/maxraidbattles/den111.shtml), [112](https://www.serebii.net/swordshield/maxraidbattles/den112.shtml)",-
Basculin,"[7](https://www.serebii.net/swordshield/maxraidbattles/den7.shtml), [8](https://www.serebii.net/swordshield/maxraidbattles/den8.shtml), [44](https://www.serebii.net/swordshield/maxraidbattles/den44.shtml), [67](https://www.serebii.net/swordshield/maxraidbattles/den67.shtml), [76](https://www.serebii.net/swordshield/maxraidbattles/den76.shtml), [78](https://www.serebii.net/swordshield/maxraidbattles/den78.shtml), [91](https://www.serebii.net/swordshield/maxraidbattles/den91.shtml), [136](https://www.serebii.net/swordshield/maxraidbattles/den136.shtml), [148](https://www.serebii.net/swordshield/maxraidbattles/den148.shtml)","[7](https://www.serebii.net/swordshield/maxraidbattles/den7.shtml), [8](https://www.serebii.net/swordshield/maxraidbattles/den8.shtml), [44](https://www.serebii.net/swordshield/maxraidbattles/den44.shtml), [67](https://www.serebii.net/swordshield/maxraidbattles/den67.shtml), [76](https://www.serebii.net/swordshield/maxraidbattles/den76.shtml), [78](https://www.serebii.net/swordshield/maxraidbattles/den78.shtml), [91](https://www.serebii.net/swordshield/maxraidbattles/den91.shtml), [136](https://www.serebii.net/swordshield/maxraidbattles/den136.shtml), [148](https://www.serebii.net/swordshield/maxraidbattles/den148.shtml)","[136](https://www.serebii.net/swordshield/maxraidbattles/den136.shtml), [148](https://www.serebii.net/swordshield/maxraidbattles/den148.shtml)","[136](https://www.serebii.net/swordshield/maxraidbattles/den136.shtml), [148](https://www.serebii.net/swordshield/maxraidbattles/den148.shtml)",-
Sandile,[103](https://www.serebii.net/swordshield/maxraidbattles/den103.shtml),[103](https://www.serebii.net/swordshield/maxraidbattles/den103.shtml),None,None,-
Krokorok,"[103](https://www.serebii.net/swordshield/maxraidbattles/den103.shtml), [104](https://www.serebii.net/swordshield/maxraidbattles/den104.shtml), [122](https://www.serebii.net/swordshield/maxraidbattles/den122.shtml), [150](https://www.serebii.net/swordshield/maxraidbattles/den150.shtml)","[103](https://www.serebii.net/swordshield/maxraidbattles/den103.shtml), [104](https://www.serebii.net/swordshield/maxraidbattles/den104.shtml), [122](https://www.serebii.net/swordshield/maxraidbattles/den122.shtml), [150](https://www.serebii.net/swordshield/maxraidbattles/den150.shtml)","[104](https://www.serebii.net/swordshield/maxraidbattles/den104.shtml), [122](https://www.serebii.net/swordshield/maxraidbattles/den122.shtml), [150](https://www.serebii.net/swordshield/maxraidbattles/den150.shtml)","[104](https://www.serebii.net/swordshield/maxraidbattles/den104.shtml), [122](https://www.serebii.net/swordshield/maxraidbattles/den122.shtml), [150](https://www.serebii.net/swordshield/maxraidbattles/den150.shtml)",-
Krookodile,"[103](https://www.serebii.net/swordshield/maxraidbattles/den103.shtml), [104](https://www.serebii.net/swordshield/maxraidbattles/den104.shtml), [122](https://www.serebii.net/swordshield/maxraidbattles/den122.shtml), [150](https://www.serebii.net/swordshield/maxraidbattles/den150.shtml)","[103](https://www.serebii.net/swordshield/maxraidbattles/den103.shtml), [104](https://www.serebii.net/swordshield/maxraidbattles/den104.shtml), [122](https://www.serebii.net/swordshield/maxraidbattles/den122.shtml), [150](https://www.serebii.net/swordshield/maxraidbattles/den150.shtml)","[103](https://www.serebii.net/swordshield/maxraidbattles/den103.shtml), [104](https://www.serebii.net/swordshield/maxraidbattles/den104.shtml), [122](https://www.serebii.net/swordshield/maxraidbattles/den122.shtml), [150](https://www.serebii.net/swordshield/maxraidbattles/den150.shtml)","[103](https://www.serebii.net/swordshield/maxraidbattles/den103.shtml), [104](https://www.serebii.net/swordshield/maxraidbattles/den104.shtml), [122](https://www.serebii.net/swordshield/maxraidbattles/den122.shtml), [150](https://www.serebii.net/swordshield/maxraidbattles/den150.shtml)",-
Darumaka,"[18](https://www.serebii.net/swordshield/maxraidbattles/den18.shtml), [20](https://www.serebii.net/swordshield/maxraidbattles/den20.shtml), [23](https://www.serebii.net/swordshield/maxraidbattles/den23.shtml), [55](https://www.serebii.net/swordshield/maxraidbattles/den55.shtml)",Unknown,None,Unknown,-
Darmanitan,"[18](https://www.serebii.net/swordshield/maxraidbattles/den18.shtml), [20](https://www.serebii.net/swordshield/maxraidbattles/den20.shtml), [23](https://www.serebii.net/swordshield/maxraidbattles/den23.shtml), [55](https://www.serebii.net/swordshield/maxraidbattles/den55.shtml)",Unknown,"[18](https://www.serebii.net/swordshield/maxraidbattles/den18.shtml), [20](https://www.serebii.net/swordshield/maxraidbattles/den20.shtml), [23](https://www.serebii.net/swordshield/maxraidbattles/den23.shtml), [55](https://www.serebii.net/swordshield/maxraidbattles/den55.shtml)",Unknown,-
Maractus,"[28](https://www.serebii.net/swordshield/maxraidbattles/den28.shtml), [112](https://www.serebii.net/swordshield/maxraidbattles/den112.shtml)","[28](https://www.serebii.net/swordshield/maxraidbattles/den28.shtml), [112](https://www.serebii.net/swordshield/maxraidbattles/den112.shtml)",[112](https://www.serebii.net/swordshield/maxraidbattles/den112.shtml),[112](https://www.serebii.net/swordshield/maxraidbattles/den112.shtml),-
Dwebble,"[3](https://www.serebii.net/swordshield/maxraidbattles/den3.shtml), [15](https://www.serebii.net/swordshield/maxraidbattles/den15.shtml), [46](https://www.serebii.net/swordshield/maxraidbattles/den46.shtml), [51](https://www.serebii.net/swordshield/maxraidbattles/den51.shtml), [90](https://www.serebii.net/swordshield/maxraidbattles/den90.shtml), [92](https://www.serebii.net/swordshield/maxraidbattles/den92.shtml), [109](https://www.serebii.net/swordshield/maxraidbattles/den109.shtml)","[3](https://www.serebii.net/swordshield/maxraidbattles/den3.shtml), [15](https://www.serebii.net/swordshield/maxraidbattles/den15.shtml), [51](https://www.serebii.net/swordshield/maxraidbattles/den51.shtml), [83](https://www.serebii.net/swordshield/maxraidbattles/den83.shtml), [90](https://www.serebii.net/swordshield/maxraidbattles/den90.shtml), [92](https://www.serebii.net/swordshield/maxraidbattles/den92.shtml), [109](https://www.serebii.net/swordshield/maxraidbattles/den109.shtml)",None,None,-
Crustle,"[3](https://www.serebii.net/swordshield/maxraidbattles/den3.shtml), [15](https://www.serebii.net/swordshield/maxraidbattles/den15.shtml), [51](https://www.serebii.net/swordshield/maxraidbattles/den51.shtml), [83](https://www.serebii.net/swordshield/maxraidbattles/den83.shtml), [109](https://www.serebii.net/swordshield/maxraidbattles/den109.shtml), [110](https://www.serebii.net/swordshield/maxraidbattles/den110.shtml), [115](https://www.serebii.net/swordshield/maxraidbattles/den115.shtml), [116](https://www.serebii.net/swordshield/maxraidbattles/den116.shtml)","[3](https://www.serebii.net/swordshield/maxraidbattles/den3.shtml), [15](https://www.serebii.net/swordshield/maxraidbattles/den15.shtml), [51](https://www.serebii.net/swordshield/maxraidbattles/den51.shtml), [109](https://www.serebii.net/swordshield/maxraidbattles/den109.shtml), [110](https://www.serebii.net/swordshield/maxraidbattles/den110.shtml), [115](https://www.serebii.net/swordshield/maxraidbattles/den115.shtml), [116](https://www.serebii.net/swordshield/maxraidbattles/den116.shtml)","[3](https://www.serebii.net/swordshield/maxraidbattles/den3.shtml), [51](https://www.serebii.net/swordshield/maxraidbattles/den51.shtml), [83](https://www.serebii.net/swordshield/maxraidbattles/den83.shtml), [110](https://www.serebii.net/swordshield/maxraidbattles/den110.shtml), [115](https://www.serebii.net/swordshield/maxraidbattles/den115.shtml), [116](https://www.serebii.net/swordshield/maxraidbattles/den116.shtml)","[3](https://www.serebii.net/swordshield/maxraidbattles/den3.shtml), [51](https://www.serebii.net/swordshield/maxraidbattles/den51.shtml), [110](https://www.serebii.net/swordshield/maxraidbattles/den110.shtml), [115](https://www.serebii.net/swordshield/maxraidbattles/den115.shtml), [116](https://www.serebii.net/swordshield/maxraidbattles/den116.shtml)",-
Scraggy,"[1](https://www.serebii.net/swordshield/maxraidbattles/den1.shtml), [48](https://www.serebii.net/swordshield/maxraidbattles/den48.shtml), [63](https://www.serebii.net/swordshield/maxraidbattles/den63.shtml), [88](https://www.serebii.net/swordshield/maxraidbattles/den88.shtml), [123](https://www.serebii.net/swordshield/maxraidbattles/den123.shtml), [124](https://www.serebii.net/swordshield/maxraidbattles/den124.shtml)",Unknown,[124](https://www.serebii.net/swordshield/maxraidbattles/den124.shtml),Unknown,-
Scrafty,"[1](https://www.serebii.net/swordshield/maxraidbattles/den1.shtml), [48](https://www.serebii.net/swordshield/maxraidbattles/den48.shtml), [63](https://www.serebii.net/swordshield/maxraidbattles/den63.shtml), [88](https://www.serebii.net/swordshield/maxraidbattles/den88.shtml), [123](https://www.serebii.net/swordshield/maxraidbattles/den123.shtml), [124](https://www.serebii.net/swordshield/maxraidbattles/den124.shtml)",Unknown,"[63](https://www.serebii.net/swordshield/maxraidbattles/den63.shtml), [88](https://www.serebii.net/swordshield/maxraidbattles/den88.shtml), [123](https://www.serebii.net/swordshield/maxraidbattles/den123.shtml), [124](https://www.serebii.net/swordshield/maxraidbattles/den124.shtml)",Unknown,-
Sigilyph,"[13](https://www.serebii.net/swordshield/maxraidbattles/den13.shtml), [14](https://www.serebii.net/swordshield/maxraidbattles/den14.shtml), [31](https://www.serebii.net/swordshield/maxraidbattles/den31.shtml), [89](https://www.serebii.net/swordshield/maxraidbattles/den89.shtml)","[13](https://www.serebii.net/swordshield/maxraidbattles/den13.shtml), [14](https://www.serebii.net/swordshield/maxraidbattles/den14.shtml), [31](https://www.serebii.net/swordshield/maxraidbattles/den31.shtml), [89](https://www.serebii.net/swordshield/maxraidbattles/den89.shtml)","[13](https://www.serebii.net/swordshield/maxraidbattles/den13.shtml), [31](https://www.serebii.net/swordshield/maxraidbattles/den31.shtml), [89](https://www.serebii.net/swordshield/maxraidbattles/den89.shtml)","[31](https://www.serebii.net/swordshield/maxraidbattles/den31.shtml), [89](https://www.serebii.net/swordshield/maxraidbattles/den89.shtml)",-
Yamask,"[17](https://www.serebii.net/swordshield/maxraidbattles/den17.shtml), [43](https://www.serebii.net/swordshield/maxraidbattles/den43.shtml), [47](https://www.serebii.net/swordshield/maxraidbattles/den47.shtml), [52](https://www.serebii.net/swordshield/maxraidbattles/den52.shtml), [93](https://www.serebii.net/swordshield/maxraidbattles/den93.shtml)","[17](https://www.serebii.net/swordshield/maxraidbattles/den17.shtml), [43](https://www.serebii.net/swordshield/maxraidbattles/den43.shtml), [47](https://www.serebii.net/swordshield/maxraidbattles/den47.shtml), [52](https://www.serebii.net/swordshield/maxraidbattles/den52.shtml), [81](https://www.serebii.net/swordshield/maxraidbattles/den81.shtml), [93](https://www.serebii.net/swordshield/maxraidbattles/den93.shtml)",None,None,-
Trubbish,"[29](https://www.serebii.net/swordshield/maxraidbattles/den29.shtml), [60](https://www.serebii.net/swordshield/maxraidbattles/den60.shtml), [86](https://www.serebii.net/swordshield/maxraidbattles/den86.shtml)","[29](https://www.serebii.net/swordshield/maxraidbattles/den29.shtml), [60](https://www.serebii.net/swordshield/maxraidbattles/den60.shtml), [86](https://www.serebii.net/swordshield/maxraidbattles/den86.shtml)",None,None,-
Garbodor,"[29](https://www.serebii.net/swordshield/maxraidbattles/den29.shtml), [60](https://www.serebii.net/swordshield/maxraidbattles/den60.shtml), [86](https://www.serebii.net/swordshield/maxraidbattles/den86.shtml)","[29](https://www.serebii.net/swordshield/maxraidbattles/den29.shtml), [60](https://www.serebii.net/swordshield/maxraidbattles/den60.shtml), [86](https://www.serebii.net/swordshield/maxraidbattles/den86.shtml)","[29](https://www.serebii.net/swordshield/maxraidbattles/den29.shtml), [86](https://www.serebii.net/swordshield/maxraidbattles/den86.shtml)","[29](https://www.serebii.net/swordshield/maxraidbattles/den29.shtml), [86](https://www.serebii.net/swordshield/maxraidbattles/den86.shtml)",-
Zorua,"[121](https://www.serebii.net/swordshield/maxraidbattles/den121.shtml), [122](https://www.serebii.net/swordshield/maxraidbattles/den122.shtml)","[121](https://www.serebii.net/swordshield/maxraidbattles/den121.shtml), [122](https://www.serebii.net/swordshield/maxraidbattles/den122.shtml)",[122](https://www.serebii.net/swordshield/maxraidbattles/den122.shtml),[122](https://www.serebii.net/swordshield/maxraidbattles/den122.shtml),-
Zoroark,"[121](https://www.serebii.net/swordshield/maxraidbattles/den121.shtml), [122](https://www.serebii.net/swordshield/maxraidbattles/den122.shtml)","[121](https://www.serebii.net/swordshield/maxraidbattles/den121.shtml), [122](https://www.serebii.net/swordshield/maxraidbattles/den122.shtml)",[122](https://www.serebii.net/swordshield/maxraidbattles/den122.shtml),[122](https://www.serebii.net/swordshield/maxraidbattles/den122.shtml),-
Minccino,[39](https://www.serebii.net/swordshield/maxraidbattles/den39.shtml),[39](https://www.serebii.net/swordshield/maxraidbattles/den39.shtml),None,None,-
Cinccino,"[39](https://www.serebii.net/swordshield/maxraidbattles/den39.shtml), [102](https://www.serebii.net/swordshield/maxraidbattles/den102.shtml)","[39](https://www.serebii.net/swordshield/maxraidbattles/den39.shtml), [102](https://www.serebii.net/swordshield/maxraidbattles/den102.shtml)","[39](https://www.serebii.net/swordshield/maxraidbattles/den39.shtml), [102](https://www.serebii.net/swordshield/maxraidbattles/den102.shtml)","[39](https://www.serebii.net/swordshield/maxraidbattles/den39.shtml), [102](https://www.serebii.net/swordshield/maxraidbattles/den102.shtml)",-
Gothita,[2](https://www.serebii.net/swordshield/maxraidbattles/den2.shtml),Unknown,None,Unknown,-
Gothorita,[2](https://www.serebii.net/swordshield/maxraidbattles/den2.shtml),Unknown,None,Unknown,-
Gothitelle,[2](https://www.serebii.net/swordshield/maxraidbattles/den2.shtml),Unknown,[2](https://www.serebii.net/swordshield/maxraidbattles/den2.shtml),Unknown,-
Solosis,Unknown,[2](https://www.serebii.net/swordshield/maxraidbattles/den2.shtml),Unknown,None,-
Duosion,Unknown,[2](https://www.serebii.net/swordshield/maxraidbattles/den2.shtml),Unknown,None,-
Reuniclus,Unknown,[2](https://www.serebii.net/swordshield/maxraidbattles/den2.shtml),Unknown,[2](https://www.serebii.net/swordshield/maxraidbattles/den2.shtml),-
Vanillite,"[21](https://www.serebii.net/swordshield/maxraidbattles/den21.shtml), [55](https://www.serebii.net/swordshield/maxraidbattles/den55.shtml), [73](https://www.serebii.net/swordshield/maxraidbattles/den73.shtml)","[21](https://www.serebii.net/swordshield/maxraidbattles/den21.shtml), [55](https://www.serebii.net/swordshield/maxraidbattles/den55.shtml), [73](https://www.serebii.net/swordshield/maxraidbattles/den73.shtml), [83](https://www.serebii.net/swordshield/maxraidbattles/den83.shtml)",None,None,-
Vanillish,"[21](https://www.serebii.net/swordshield/maxraidbattles/den21.shtml), [73](https://www.serebii.net/swordshield/maxraidbattles/den73.shtml)","[21](https://www.serebii.net/swordshield/maxraidbattles/den21.shtml), [73](https://www.serebii.net/swordshield/maxraidbattles/den73.shtml)",None,None,-
Vanilluxe,"[21](https://www.serebii.net/swordshield/maxraidbattles/den21.shtml), [55](https://www.serebii.net/swordshield/maxraidbattles/den55.shtml), [73](https://www.serebii.net/swordshield/maxraidbattles/den73.shtml)","[21](https://www.serebii.net/swordshield/maxraidbattles/den21.shtml), [55](https://www.serebii.net/swordshield/maxraidbattles/den55.shtml), [73](https://www.serebii.net/swordshield/maxraidbattles/den73.shtml), [83](https://www.serebii.net/swordshield/maxraidbattles/den83.shtml)","[21](https://www.serebii.net/swordshield/maxraidbattles/den21.shtml), [55](https://www.serebii.net/swordshield/maxraidbattles/den55.shtml), [73](https://www.serebii.net/swordshield/maxraidbattles/den73.shtml), [83](https://www.serebii.net/swordshield/maxraidbattles/den83.shtml)","[21](https://www.serebii.net/swordshield/maxraidbattles/den21.shtml), [55](https://www.serebii.net/swordshield/maxraidbattles/den55.shtml), [73](https://www.serebii.net/swordshield/maxraidbattles/den73.shtml), [83](https://www.serebii.net/swordshield/maxraidbattles/den83.shtml)",-
Emolga,"[107](https://www.serebii.net/swordshield/maxraidbattles/den107.shtml), [108](https://www.serebii.net/swordshield/maxraidbattles/den108.shtml)","[107](https://www.serebii.net/swordshield/maxraidbattles/den107.shtml), [108](https://www.serebii.net/swordshield/maxraidbattles/den108.shtml)","[107](https://www.serebii.net/swordshield/maxraidbattles/den107.shtml), [108](https://www.serebii.net/swordshield/maxraidbattles/den108.shtml)","[107](https://www.serebii.net/swordshield/maxraidbattles/den107.shtml), [108](https://www.serebii.net/swordshield/maxraidbattles/den108.shtml)",-
Karrablast,"[46](https://www.serebii.net/swordshield/maxraidbattles/den46.shtml), [90](https://www.serebii.net/swordshield/maxraidbattles/den90.shtml), [92](https://www.serebii.net/swordshield/maxraidbattles/den92.shtml)","[46](https://www.serebii.net/swordshield/maxraidbattles/den46.shtml), [90](https://www.serebii.net/swordshield/maxraidbattles/den90.shtml), [92](https://www.serebii.net/swordshield/maxraidbattles/den92.shtml)",None,None,-
Escavalier,"[46](https://www.serebii.net/swordshield/maxraidbattles/den46.shtml), [90](https://www.serebii.net/swordshield/maxraidbattles/den90.shtml), [92](https://www.serebii.net/swordshield/maxraidbattles/den92.shtml), [110](https://www.serebii.net/swordshield/maxraidbattles/den110.shtml)",[110](https://www.serebii.net/swordshield/maxraidbattles/den110.shtml),"[46](https://www.serebii.net/swordshield/maxraidbattles/den46.shtml), [90](https://www.serebii.net/swordshield/maxraidbattles/den90.shtml), [92](https://www.serebii.net/swordshield/maxraidbattles/den92.shtml), [110](https://www.serebii.net/swordshield/maxraidbattles/den110.shtml)",[110](https://www.serebii.net/swordshield/maxraidbattles/den110.shtml),-
Foongus,"[111](https://www.serebii.net/swordshield/maxraidbattles/den111.shtml), [112](https://www.serebii.net/swordshield/maxraidbattles/den112.shtml), [145](https://www.serebii.net/swordshield/maxraidbattles/den145.shtml), [154](https://www.serebii.net/swordshield/maxraidbattles/den154.shtml)","[111](https://www.serebii.net/swordshield/maxraidbattles/den111.shtml), [112](https://www.serebii.net/swordshield/maxraidbattles/den112.shtml), [145](https://www.serebii.net/swordshield/maxraidbattles/den145.shtml), [154](https://www.serebii.net/swordshield/maxraidbattles/den154.shtml)","[112](https://www.serebii.net/swordshield/maxraidbattles/den112.shtml), [145](https://www.serebii.net/swordshield/maxraidbattles/den145.shtml)","[112](https://www.serebii.net/swordshield/maxraidbattles/den112.shtml), [145](https://www.serebii.net/swordshield/maxraidbattles/den145.shtml)",-
